Loyalty Number,Cluster,Persona,Recency (Months),Total Flights,Distance,Points Redeemed,Salary
863219,3,Legacy High-Income Churned,0,43,69837,1563,173930.0
524055,0,High-Value Redeemers,0,38,56444,1171,93982.0
825730,1,Inactive / Zero Flights,999,0,0,0,93982.0
859516,4,Active Points Hoarders,1,35,59095,616,103223.0
737534,0,High-Value Redeemers,1,40,65672,1249,62440.0
677217,0,High-Value Redeemers,0,47,73057,2633,82573.0
600432,0,High-Value Redeemers,0,39,62047,1652,75681.0
170152,2,Occasional / Declining Flyers,0,8,12640,717,74689.0
958283,2,Occasional / Declining Flyers,1,5,4542,0,74689.0
705020,0,High-Value Redeemers,0,39,61741,1766,75982.0
194722,4,Active Points Hoarders,2,34,43459,688,64630.0
225486,4,Active Points Hoarders,2,44,66846,988,63271.0
885871,4,Active Points Hoarders,0,29,39378,756,63271.0
670751,0,High-Value Redeemers,1,47,72395,1653,58642.0
347914,2,Occasional / Declining Flyers,0,11,13231,0,56601.0
167569,1,Inactive / Zero Flights,999,0,0,0,52455.0
283326,0,High-Value Redeemers,4,65,116012,1722,62617.0
796900,0,High-Value Redeemers,2,30,50009,1473,87782.0
823567,0,High-Value Redeemers,0,22,40526,1380,87782.0
921777,0,High-Value Redeemers,4,26,47404,1265,87782.0
603070,4,Active Points Hoarders,0,63,53388,1140,-19325.0
107993,4,Active Points Hoarders,1,32,45033,0,52414.0
412186,4,Active Points Hoarders,0,59,84821,522,73455.0
670131,4,Active Points Hoarders,1,34,64987,900,96798.0
143151,0,High-Value Redeemers,0,45,68482,2437,73455.0
643643,2,Occasional / Declining Flyers,3,4,8432,0,73455.0
955750,4,Active Points Hoarders,0,30,45639,473,61057.0
577398,0,High-Value Redeemers,1,42,66637,1391,93641.0
736685,0,High-Value Redeemers,3,46,75431,1439,90194.0
844477,1,Inactive / Zero Flights,999,0,0,0,82969.0
781963,2,Occasional / Declining Flyers,5,11,22501,0,79614.0
398965,4,Active Points Hoarders,1,42,64100,420,47587.0
410202,4,Active Points Hoarders,1,37,52825,712,47587.0
555745,0,High-Value Redeemers,0,50,81781,1625,47587.0
977550,4,Active Points Hoarders,0,31,51860,456,47587.0
448812,4,Active Points Hoarders,1,38,63578,490,73455.0
436282,1,Inactive / Zero Flights,999,0,0,0,56046.0
636213,0,High-Value Redeemers,0,29,35994,1054,73455.0
864128,0,High-Value Redeemers,0,43,61153,2021,73455.0
424098,4,Active Points Hoarders,1,40,54914,988,73455.0
740083,2,Occasional / Declining Flyers,2,24,37987,427,85831.0
292384,0,High-Value Redeemers,0,43,79030,2192,73455.0
596911,0,High-Value Redeemers,5,28,38461,1588,85848.0
636749,4,Active Points Hoarders,0,41,72582,0,73455.0
681032,0,High-Value Redeemers,2,38,63471,1761,64605.0
237107,1,Inactive / Zero Flights,999,0,0,0,81353.0
896095,0,High-Value Redeemers,0,27,43540,1479,73455.0
448751,1,Inactive / Zero Flights,999,0,0,0,96623.0
719300,2,Occasional / Declining Flyers,0,7,10634,493,47952.0
767175,2,Occasional / Declining Flyers,0,3,7149,0,51146.0
733467,1,Inactive / Zero Flights,999,0,0,0,58255.0
605768,1,Inactive / Zero Flights,999,0,0,0,59188.0
963067,4,Active Points Hoarders,0,47,81469,328,64174.0
348994,3,Legacy High-Income Churned,0,42,53988,1166,165418.0
376725,2,Occasional / Declining Flyers,1,26,41723,360,58835.0
324997,0,High-Value Redeemers,0,45,63889,2226,81765.0
464256,4,Active Points Hoarders,0,46,72540,962,81765.0
160905,4,Active Points Hoarders,0,44,60492,800,52367.0
365557,4,Active Points Hoarders,0,35,54912,561,52367.0
196757,1,Inactive / Zero Flights,999,0,0,0,48025.0
321027,0,High-Value Redeemers,0,37,55162,1293,48025.0
113779,3,Legacy High-Income Churned,0,37,45219,521,233002.0
624881,2,Occasional / Declining Flyers,0,31,36510,338,89572.0
219270,2,Occasional / Declining Flyers,6,12,25519,0,84015.0
282259,4,Active Points Hoarders,0,43,53658,531,84015.0
529544,2,Occasional / Declining Flyers,4,14,21368,0,84015.0
870281,4,Active Points Hoarders,3,36,63035,791,85881.0
399943,4,Active Points Hoarders,1,50,76053,446,70766.0
763406,0,High-Value Redeemers,2,59,91383,1384,77467.0
280822,2,Occasional / Declining Flyers,4,26,39095,564,73455.0
572073,0,High-Value Redeemers,0,35,54576,1102,81804.0
683901,3,Legacy High-Income Churned,0,45,60114,0,154475.0
790008,0,High-Value Redeemers,0,23,34665,2924,154475.0
841324,1,Inactive / Zero Flights,999,0,0,0,154475.0
699281,2,Occasional / Declining Flyers,11,12,19286,0,82037.0
667275,2,Occasional / Declining Flyers,3,15,23638,1306,73455.0
953693,0,High-Value Redeemers,0,45,63430,1466,73455.0
150301,4,Active Points Hoarders,0,36,56932,437,58153.0
606004,2,Occasional / Declining Flyers,0,16,29694,1049,76521.0
268414,0,High-Value Redeemers,0,32,51330,1351,67227.0
643669,0,High-Value Redeemers,1,36,58600,1836,67227.0
267306,4,Active Points Hoarders,2,46,65000,365,94499.0
846313,4,Active Points Hoarders,1,37,52637,0,63343.0
266640,4,Active Points Hoarders,0,34,50040,1017,73455.0
107730,0,High-Value Redeemers,0,37,64714,1132,52961.0
649194,4,Active Points Hoarders,1,36,54919,875,51177.0
450665,4,Active Points Hoarders,1,33,52104,743,58299.0
574688,1,Inactive / Zero Flights,999,0,0,0,91700.0
403764,2,Occasional / Declining Flyers,2,7,13932,0,78014.0
999513,2,Occasional / Declining Flyers,2,27,30046,487,93052.0
833148,2,Occasional / Declining Flyers,15,17,24984,0,48704.0
915009,1,Inactive / Zero Flights,999,0,0,0,73455.0
375467,1,Inactive / Zero Flights,999,0,0,0,65181.0
600541,2,Occasional / Declining Flyers,0,4,6330,0,93598.0
116735,0,High-Value Redeemers,0,42,54211,1371,92144.0
247551,4,Active Points Hoarders,1,53,91977,1195,92144.0
206050,2,Occasional / Declining Flyers,21,14,19955,0,59663.0
675409,3,Legacy High-Income Churned,0,44,69955,0,254724.0
144615,4,Active Points Hoarders,0,36,61839,931,77192.0
933187,4,Active Points Hoarders,2,36,52608,630,96462.0
239476,0,High-Value Redeemers,3,37,47578,1335,56644.0
568870,4,Active Points Hoarders,0,41,56975,305,56644.0
750153,1,Inactive / Zero Flights,999,0,0,0,56644.0
351937,0,High-Value Redeemers,0,34,44609,1652,96378.0
717229,4,Active Points Hoarders,0,42,66258,576,81640.0
996900,0,High-Value Redeemers,1,46,76092,1281,81640.0
260000,0,High-Value Redeemers,1,40,51439,1528,73455.0
615131,2,Occasional / Declining Flyers,0,26,40923,418,81917.0
813352,1,Inactive / Zero Flights,999,0,0,0,60278.0
993241,4,Active Points Hoarders,0,65,66217,1216,26962.0
206925,4,Active Points Hoarders,0,42,54503,960,54094.0
467359,0,High-Value Redeemers,0,25,42366,1233,54094.0
191626,2,Occasional / Declining Flyers,2,16,23364,476,99133.0
644865,4,Active Points Hoarders,0,32,55705,353,67332.0
821918,0,High-Value Redeemers,1,42,57659,1840,56519.0
972129,0,High-Value Redeemers,0,41,60088,1460,56519.0
149348,4,Active Points Hoarders,1,32,47974,541,73455.0
960959,1,Inactive / Zero Flights,999,0,0,0,73455.0
837269,3,Legacy High-Income Churned,0,29,50938,534,187089.0
611029,0,High-Value Redeemers,0,24,50093,2226,56951.0
602585,2,Occasional / Declining Flyers,0,24,37821,0,78531.0
960441,4,Active Points Hoarders,0,40,57055,1009,73455.0
709724,0,High-Value Redeemers,1,41,63047,2219,73455.0
355578,2,Occasional / Declining Flyers,2,19,31330,873,56780.0
740063,4,Active Points Hoarders,1,48,74120,1090,56780.0
961965,4,Active Points Hoarders,0,35,49747,567,73455.0
167491,1,Inactive / Zero Flights,999,0,0,0,70434.0
651377,4,Active Points Hoarders,0,54,74120,886,67375.0
680738,4,Active Points Hoarders,1,32,58619,354,67219.0
108430,4,Active Points Hoarders,0,47,87628,342,49927.0
776443,4,Active Points Hoarders,0,31,42732,0,73455.0
398839,3,Legacy High-Income Churned,0,47,72578,624,269631.0
243273,1,Inactive / Zero Flights,999,0,0,0,103105.0
187838,0,High-Value Redeemers,1,28,43953,1439,74124.0
946439,1,Inactive / Zero Flights,999,0,0,0,74124.0
530880,0,High-Value Redeemers,0,44,66220,1191,62112.0
904397,3,Legacy High-Income Churned,9,22,20843,683,243236.0
939399,2,Occasional / Declining Flyers,3,24,34770,428,83036.0
300371,0,High-Value Redeemers,0,45,75764,1457,74099.0
499874,4,Active Points Hoarders,0,76,110103,837,97976.0
532997,0,High-Value Redeemers,1,39,55201,1724,63022.0
103969,0,High-Value Redeemers,0,33,46744,1131,52405.0
173673,0,High-Value Redeemers,3,20,35814,1961,73455.0
562510,2,Occasional / Declining Flyers,15,12,16688,0,74745.0
183129,0,High-Value Redeemers,0,30,47871,2502,54908.0
483274,1,Inactive / Zero Flights,999,0,0,0,65078.0
880402,4,Active Points Hoarders,0,33,46278,385,62289.0
525612,4,Active Points Hoarders,1,35,56488,822,84190.0
103151,4,Active Points Hoarders,0,31,52486,912,64962.0
961440,1,Inactive / Zero Flights,999,0,0,0,64962.0
171350,4,Active Points Hoarders,0,33,41188,487,88921.0
944636,4,Active Points Hoarders,0,44,75168,1164,60732.0
300460,2,Occasional / Declining Flyers,6,8,14038,426,61099.0
224178,1,Inactive / Zero Flights,999,0,0,0,73455.0
212301,2,Occasional / Declining Flyers,15,18,26099,618,68413.0
798533,0,High-Value Redeemers,0,48,77978,2198,89340.0
905854,4,Active Points Hoarders,1,40,64282,565,80212.0
571992,4,Active Points Hoarders,0,36,53977,930,64284.0
974875,0,High-Value Redeemers,0,77,131173,3505,64284.0
191656,2,Occasional / Declining Flyers,1,20,27997,529,94610.0
501551,4,Active Points Hoarders,0,49,70508,434,73455.0
255320,0,High-Value Redeemers,1,48,80641,1647,56193.0
688132,1,Inactive / Zero Flights,999,0,0,0,56193.0
720626,4,Active Points Hoarders,2,53,71912,0,73455.0
498028,0,High-Value Redeemers,0,27,39332,1058,75624.0
339880,4,Active Points Hoarders,0,46,70858,0,69412.0
181184,4,Active Points Hoarders,0,47,72640,537,46607.0
906217,2,Occasional / Declining Flyers,0,1,1621,0,46607.0
273054,2,Occasional / Declining Flyers,0,20,35287,0,73455.0
728009,1,Inactive / Zero Flights,999,0,0,0,57521.0
401824,4,Active Points Hoarders,3,38,59109,844,93967.0
278013,0,High-Value Redeemers,1,26,45562,1874,94935.0
759551,4,Active Points Hoarders,0,48,60107,933,86466.0
512471,0,High-Value Redeemers,3,26,41523,1925,102779.0
402966,2,Occasional / Declining Flyers,0,11,24613,0,73455.0
834576,4,Active Points Hoarders,0,38,51537,465,73455.0
867561,2,Occasional / Declining Flyers,0,5,7893,0,142987.0
578998,4,Active Points Hoarders,0,44,68537,896,50409.0
863262,4,Active Points Hoarders,0,41,57356,348,73455.0
744181,2,Occasional / Declining Flyers,2,15,22577,0,73455.0
380001,4,Active Points Hoarders,0,38,51205,0,98006.0
648455,4,Active Points Hoarders,0,46,72849,345,98006.0
545534,0,High-Value Redeemers,0,40,67100,2145,73455.0
923527,4,Active Points Hoarders,0,39,64838,697,73455.0
491481,0,High-Value Redeemers,0,40,67766,1888,73455.0
309041,4,Active Points Hoarders,0,37,49885,871,73455.0
187077,0,High-Value Redeemers,0,19,26576,1842,66275.0
939571,0,High-Value Redeemers,0,35,45501,1978,87099.0
912940,2,Occasional / Declining Flyers,0,8,10651,0,145343.0
302827,1,Inactive / Zero Flights,999,0,0,0,90682.0
647658,4,Active Points Hoarders,4,40,35064,424,100159.0
168290,0,High-Value Redeemers,2,45,71676,1602,51955.0
856496,2,Occasional / Declining Flyers,2,15,30596,0,67330.0
491907,4,Active Points Hoarders,0,32,47960,951,61984.0
675419,1,Inactive / Zero Flights,999,0,0,0,73455.0
447771,4,Active Points Hoarders,0,34,56194,506,53062.0
849510,4,Active Points Hoarders,2,28,41037,821,73455.0
687533,4,Active Points Hoarders,0,47,71766,491,54786.0
767971,1,Inactive / Zero Flights,999,0,0,0,54786.0
683276,2,Occasional / Declining Flyers,1,2,3970,518,47996.0
225746,4,Active Points Hoarders,0,45,57488,379,78464.0
248497,1,Inactive / Zero Flights,999,0,0,0,78464.0
379562,0,High-Value Redeemers,1,35,47318,1346,59529.0
343139,0,High-Value Redeemers,0,40,52427,3530,65151.0
345765,0,High-Value Redeemers,0,51,72762,1719,65151.0
123525,4,Active Points Hoarders,0,45,69081,466,65997.0
175528,0,High-Value Redeemers,0,41,53665,1188,65997.0
374967,0,High-Value Redeemers,1,46,63933,1688,65997.0
607565,4,Active Points Hoarders,0,34,48041,1026,65997.0
749430,0,High-Value Redeemers,2,30,40897,1335,65997.0
902966,4,Active Points Hoarders,2,40,70151,581,65997.0
559111,2,Occasional / Declining Flyers,0,17,30059,0,52623.0
190524,4,Active Points Hoarders,0,36,49639,694,92316.0
266561,2,Occasional / Declining Flyers,0,9,11147,497,73455.0
563086,0,High-Value Redeemers,4,41,67297,1805,73455.0
625033,0,High-Value Redeemers,0,40,57981,1420,80686.0
643300,4,Active Points Hoarders,0,38,58482,0,75335.0
353369,2,Occasional / Declining Flyers,1,8,14440,0,69595.0
309456,0,High-Value Redeemers,2,40,61242,2251,67018.0
923959,0,High-Value Redeemers,0,42,56874,1302,67018.0
651097,4,Active Points Hoarders,0,43,59052,990,67952.0
570299,4,Active Points Hoarders,0,41,48501,353,74917.0
258296,2,Occasional / Declining Flyers,15,19,30151,1288,77037.0
710029,2,Occasional / Declining Flyers,0,22,37810,914,54784.0
219431,0,High-Value Redeemers,1,55,75714,1417,73455.0
746031,0,High-Value Redeemers,0,45,73448,1519,61097.0
529331,1,Inactive / Zero Flights,999,0,0,0,78033.0
125068,4,Active Points Hoarders,0,67,94402,433,19464.0
566374,2,Occasional / Declining Flyers,0,25,36349,571,50322.0
302057,2,Occasional / Declining Flyers,0,20,35014,0,50769.0
642323,2,Occasional / Declining Flyers,1,14,25959,520,73455.0
798869,2,Occasional / Declining Flyers,1,4,3928,0,61718.0
977244,0,High-Value Redeemers,0,47,65314,2486,88425.0
220808,4,Active Points Hoarders,0,69,132850,692,62932.0
219139,2,Occasional / Declining Flyers,0,25,30754,1115,76778.0
228030,2,Occasional / Declining Flyers,1,12,14248,0,50174.0
592992,2,Occasional / Declining Flyers,1,21,31945,0,73455.0
179870,4,Active Points Hoarders,0,33,48480,0,56406.0
838263,1,Inactive / Zero Flights,999,0,0,0,89210.0
142726,4,Active Points Hoarders,1,56,109264,346,98974.0
767366,2,Occasional / Declining Flyers,13,8,15661,504,60845.0
433172,0,High-Value Redeemers,1,47,72227,1419,73455.0
697356,2,Occasional / Declining Flyers,0,21,36834,0,73455.0
225318,4,Active Points Hoarders,0,40,61273,486,73455.0
551533,1,Inactive / Zero Flights,999,0,0,0,55642.0
926083,0,High-Value Redeemers,0,27,44974,1778,79118.0
240044,0,High-Value Redeemers,0,53,92038,1804,101995.0
583327,0,High-Value Redeemers,0,38,59974,1611,101995.0
586944,4,Active Points Hoarders,0,39,50724,598,89856.0
856406,0,High-Value Redeemers,0,23,33960,1819,53149.0
946771,0,High-Value Redeemers,1,44,67408,1356,53149.0
994044,2,Occasional / Declining Flyers,7,16,21742,0,101166.0
262422,4,Active Points Hoarders,0,42,65992,840,57634.0
864485,4,Active Points Hoarders,0,41,51067,372,99050.0
571942,4,Active Points Hoarders,0,40,58888,556,64975.0
298853,0,High-Value Redeemers,0,34,50408,1808,102403.0
336882,4,Active Points Hoarders,0,106,144936,1357,102403.0
343547,0,High-Value Redeemers,0,37,47583,1607,73455.0
434922,4,Active Points Hoarders,3,45,65889,335,77496.0
804816,2,Occasional / Declining Flyers,15,7,6204,568,77496.0
302921,0,High-Value Redeemers,0,38,50907,1679,93009.0
973897,0,High-Value Redeemers,0,31,50967,1315,93009.0
142763,1,Inactive / Zero Flights,999,0,0,0,73455.0
291148,0,High-Value Redeemers,0,47,71341,1509,73543.0
302804,0,High-Value Redeemers,3,32,41060,1569,73543.0
741848,1,Inactive / Zero Flights,999,0,0,0,55642.0
746853,2,Occasional / Declining Flyers,0,3,3220,0,55642.0
332780,0,High-Value Redeemers,0,35,47930,1062,72858.0
373204,2,Occasional / Declining Flyers,0,5,5410,0,84187.0
751270,2,Occasional / Declining Flyers,22,2,1946,0,84187.0
602384,2,Occasional / Declining Flyers,9,8,15006,417,56932.0
758432,4,Active Points Hoarders,1,39,60739,861,56932.0
203745,4,Active Points Hoarders,2,40,64004,1089,100034.0
156138,4,Active Points Hoarders,2,30,48489,0,95414.0
373950,4,Active Points Hoarders,1,41,64993,470,63068.0
161557,1,Inactive / Zero Flights,999,0,0,0,91383.0
326699,4,Active Points Hoarders,0,38,67626,490,91383.0
823663,1,Inactive / Zero Flights,999,0,0,0,86991.0
854812,4,Active Points Hoarders,0,56,85341,910,86991.0
890232,2,Occasional / Declining Flyers,15,6,8719,0,53045.0
559619,2,Occasional / Declining Flyers,22,2,3032,424,73455.0
627869,1,Inactive / Zero Flights,999,0,0,0,73455.0
780525,1,Inactive / Zero Flights,999,0,0,0,74864.0
346205,4,Active Points Hoarders,0,35,58364,932,90086.0
985427,2,Occasional / Declining Flyers,22,2,2502,0,90086.0
850245,4,Active Points Hoarders,0,27,43605,987,60732.0
915948,4,Active Points Hoarders,0,28,42074,976,63767.0
479015,4,Active Points Hoarders,0,32,51984,618,81325.0
659251,0,High-Value Redeemers,1,36,40720,1289,81325.0
949829,0,High-Value Redeemers,0,43,59632,1827,68797.0
426536,3,Legacy High-Income Churned,0,35,54691,1672,200870.0
621695,4,Active Points Hoarders,0,46,69201,0,80051.0
370090,4,Active Points Hoarders,2,39,63692,625,64557.0
653636,4,Active Points Hoarders,0,35,56656,807,64557.0
663514,4,Active Points Hoarders,0,47,70789,591,79023.0
260726,4,Active Points Hoarders,2,39,68633,1003,99444.0
397891,1,Inactive / Zero Flights,999,0,0,0,99444.0
405339,0,High-Value Redeemers,1,32,42137,1572,99444.0
836226,4,Active Points Hoarders,0,58,73982,493,63114.0
576057,2,Occasional / Declining Flyers,21,5,9862,0,99444.0
614373,0,High-Value Redeemers,0,35,46961,2277,99444.0
724272,0,High-Value Redeemers,0,39,70404,1446,99444.0
582067,2,Occasional / Declining Flyers,0,4,9026,0,89763.0
628596,4,Active Points Hoarders,0,39,55538,439,89763.0
113363,2,Occasional / Declining Flyers,1,22,43708,0,57311.0
172345,2,Occasional / Declining Flyers,2,19,29116,0,57311.0
103985,2,Occasional / Declining Flyers,0,4,6269,0,73455.0
357903,2,Occasional / Declining Flyers,0,5,9190,0,84838.0
860684,4,Active Points Hoarders,0,50,82290,0,56667.0
531515,0,High-Value Redeemers,0,30,43261,1221,76606.0
653539,0,High-Value Redeemers,2,37,56751,2463,76606.0
150134,0,High-Value Redeemers,1,39,44726,1552,55023.0
316527,4,Active Points Hoarders,0,54,64007,0,73455.0
401422,3,Legacy High-Income Churned,2,40,54390,531,240256.0
123697,4,Active Points Hoarders,2,39,46301,0,73455.0
467151,4,Active Points Hoarders,0,44,72830,946,73455.0
613195,2,Occasional / Declining Flyers,0,26,36480,1022,61547.0
976834,2,Occasional / Declining Flyers,0,3,6576,0,61547.0
136049,2,Occasional / Declining Flyers,1,10,15634,1473,60917.0
122206,1,Inactive / Zero Flights,999,0,0,0,68546.0
173873,0,High-Value Redeemers,0,65,98045,2906,68546.0
203973,2,Occasional / Declining Flyers,0,24,26307,644,68546.0
276204,2,Occasional / Declining Flyers,0,23,36359,359,68546.0
291595,2,Occasional / Declining Flyers,0,24,39132,0,68546.0
606852,4,Active Points Hoarders,0,39,57602,541,68546.0
952532,2,Occasional / Declining Flyers,0,13,20209,1092,73455.0
971637,4,Active Points Hoarders,0,39,58570,635,73455.0
746772,0,High-Value Redeemers,0,32,42956,1877,90200.0
454750,4,Active Points Hoarders,1,39,65704,793,82005.0
141139,4,Active Points Hoarders,2,51,84585,0,59009.0
308144,2,Occasional / Declining Flyers,0,18,36872,568,59009.0
691626,4,Active Points Hoarders,0,65,93270,341,73455.0
612370,1,Inactive / Zero Flights,999,0,0,0,73455.0
840882,4,Active Points Hoarders,0,34,51847,855,73455.0
437262,3,Legacy High-Income Churned,999,0,0,0,288174.0
825315,4,Active Points Hoarders,0,35,45865,738,59875.0
760061,0,High-Value Redeemers,0,39,57759,1615,73455.0
450698,4,Active Points Hoarders,0,42,55976,0,69221.0
127289,0,High-Value Redeemers,0,30,41431,2601,73455.0
435883,1,Inactive / Zero Flights,999,0,0,0,54512.0
537124,4,Active Points Hoarders,1,36,53820,801,83710.0
849884,2,Occasional / Declining Flyers,1,30,38272,507,68352.0
523246,0,High-Value Redeemers,1,38,54751,1474,79786.0
684296,1,Inactive / Zero Flights,999,0,0,0,75171.0
859972,4,Active Points Hoarders,2,36,44474,383,75171.0
833783,0,High-Value Redeemers,0,46,74383,1797,80224.0
779929,2,Occasional / Declining Flyers,0,19,28349,432,85742.0
196583,4,Active Points Hoarders,0,44,52385,522,60366.0
735627,4,Active Points Hoarders,0,33,48616,950,60366.0
549537,3,Legacy High-Income Churned,0,29,40961,1123,176843.0
461353,0,High-Value Redeemers,0,43,66318,1359,101381.0
920321,4,Active Points Hoarders,2,37,46860,527,96816.0
185129,4,Active Points Hoarders,2,44,66503,792,73044.0
891097,0,High-Value Redeemers,0,42,57195,2490,73044.0
443130,0,High-Value Redeemers,0,48,71911,1636,73455.0
607480,4,Active Points Hoarders,4,27,43213,697,73455.0
365421,2,Occasional / Declining Flyers,0,19,32436,477,62857.0
369943,4,Active Points Hoarders,3,36,62066,384,62857.0
727497,3,Legacy High-Income Churned,0,22,36936,361,183847.0
600792,2,Occasional / Declining Flyers,0,8,11163,463,80479.0
688691,4,Active Points Hoarders,1,43,68849,1014,80479.0
623946,2,Occasional / Declining Flyers,0,4,6372,505,100918.0
302134,0,High-Value Redeemers,3,35,36317,1531,60201.0
767494,1,Inactive / Zero Flights,999,0,0,0,60201.0
637765,4,Active Points Hoarders,0,27,45348,872,77645.0
647791,2,Occasional / Declining Flyers,1,22,24447,0,77645.0
278987,2,Occasional / Declining Flyers,0,22,37622,457,57464.0
695076,4,Active Points Hoarders,0,33,50916,398,50655.0
702686,4,Active Points Hoarders,1,77,81699,1001,73455.0
456167,2,Occasional / Declining Flyers,0,28,38983,0,66531.0
488303,2,Occasional / Declining Flyers,1,26,45122,0,52971.0
895537,0,High-Value Redeemers,1,27,35169,1674,52971.0
529415,4,Active Points Hoarders,0,42,60190,452,71335.0
591547,4,Active Points Hoarders,0,36,62207,660,61018.0
142224,4,Active Points Hoarders,0,35,69555,0,73455.0
106689,0,High-Value Redeemers,1,23,34355,1690,61554.0
410341,4,Active Points Hoarders,0,50,78748,518,61554.0
948825,4,Active Points Hoarders,0,38,56766,0,82989.0
525525,4,Active Points Hoarders,0,35,60725,708,94801.0
683699,4,Active Points Hoarders,0,32,41029,457,94801.0
210485,1,Inactive / Zero Flights,999,0,0,0,88516.0
717780,0,High-Value Redeemers,3,34,55068,1534,88516.0
546869,4,Active Points Hoarders,0,33,49563,566,82839.0
261423,4,Active Points Hoarders,1,43,55130,565,78170.0
715369,0,High-Value Redeemers,0,40,68671,1448,78170.0
766401,1,Inactive / Zero Flights,999,0,0,0,71076.0
579943,2,Occasional / Declining Flyers,0,27,42986,320,96307.0
174923,4,Active Points Hoarders,0,36,54464,523,89076.0
105074,0,High-Value Redeemers,0,46,66078,1567,79727.0
724222,0,High-Value Redeemers,0,30,40513,1243,79727.0
327019,2,Occasional / Declining Flyers,0,9,15505,0,56235.0
451740,2,Occasional / Declining Flyers,0,21,25188,1117,57246.0
987482,2,Occasional / Declining Flyers,0,28,34732,0,76329.0
555398,0,High-Value Redeemers,1,34,49667,1132,63939.0
778317,4,Active Points Hoarders,4,48,64913,345,63939.0
176848,2,Occasional / Declining Flyers,0,5,11090,0,50935.0
626070,1,Inactive / Zero Flights,999,0,0,0,50935.0
323735,0,High-Value Redeemers,0,51,68236,1848,104247.0
958743,2,Occasional / Declining Flyers,0,1,2096,486,104247.0
137209,2,Occasional / Declining Flyers,1,7,14366,0,68626.0
390209,4,Active Points Hoarders,0,42,53910,909,68626.0
286975,0,High-Value Redeemers,0,57,82298,2477,58988.0
989527,0,High-Value Redeemers,2,34,48846,1318,102982.0
387553,0,High-Value Redeemers,0,19,22267,1842,72157.0
867801,4,Active Points Hoarders,1,33,49551,529,93006.0
609650,2,Occasional / Declining Flyers,0,17,30308,0,86578.0
298535,4,Active Points Hoarders,0,37,60080,353,51510.0
424139,2,Occasional / Declining Flyers,0,31,36262,390,51510.0
459163,0,High-Value Redeemers,0,32,56312,1192,51510.0
593116,4,Active Points Hoarders,0,52,79409,0,51510.0
955773,4,Active Points Hoarders,0,37,70392,0,87992.0
707974,2,Occasional / Declining Flyers,0,12,19566,954,51510.0
831987,1,Inactive / Zero Flights,999,0,0,0,51510.0
372522,0,High-Value Redeemers,8,28,27488,1497,85952.0
792229,4,Active Points Hoarders,3,29,46524,492,79583.0
816705,0,High-Value Redeemers,0,47,77780,2969,46813.0
527067,0,High-Value Redeemers,2,45,61817,1478,77668.0
802200,4,Active Points Hoarders,1,34,43568,566,77668.0
565074,1,Inactive / Zero Flights,999,0,0,0,84836.0
853421,2,Occasional / Declining Flyers,1,28,41963,0,84836.0
651210,1,Inactive / Zero Flights,999,0,0,0,68785.0
574005,2,Occasional / Declining Flyers,0,17,24166,403,63984.0
377173,4,Active Points Hoarders,5,36,46060,525,100914.0
706792,4,Active Points Hoarders,0,47,71542,541,100914.0
346828,4,Active Points Hoarders,0,46,67035,0,54373.0
370959,2,Occasional / Declining Flyers,0,4,6112,0,62075.0
104849,4,Active Points Hoarders,0,35,53641,363,63326.0
339220,0,High-Value Redeemers,0,26,38064,1522,80219.0
836523,4,Active Points Hoarders,0,41,52885,425,80219.0
526579,4,Active Points Hoarders,4,45,80717,0,96898.0
331184,2,Occasional / Declining Flyers,1,26,39711,0,73455.0
479950,0,High-Value Redeemers,0,35,48005,1660,73455.0
371368,2,Occasional / Declining Flyers,1,13,13013,725,83164.0
780150,0,High-Value Redeemers,0,46,65928,2134,83164.0
849569,2,Occasional / Declining Flyers,0,6,7175,0,85573.0
684826,4,Active Points Hoarders,0,35,65046,0,60428.0
862932,2,Occasional / Declining Flyers,2,24,38138,0,60428.0
104431,3,Legacy High-Income Churned,0,43,77644,1771,243591.0
822723,3,Legacy High-Income Churned,11,8,7866,0,243591.0
243018,4,Active Points Hoarders,3,35,54041,0,73455.0
718922,4,Active Points Hoarders,5,42,56465,789,73455.0
472405,4,Active Points Hoarders,0,30,54455,764,49725.0
240861,1,Inactive / Zero Flights,999,0,0,0,92551.0
305100,2,Occasional / Declining Flyers,0,26,40254,757,67036.0
329446,1,Inactive / Zero Flights,999,0,0,0,67036.0
648231,2,Occasional / Declining Flyers,1,7,15811,623,49632.0
810028,4,Active Points Hoarders,1,29,47882,1016,49632.0
331857,4,Active Points Hoarders,0,30,43355,384,46811.0
456117,4,Active Points Hoarders,2,43,58328,957,46811.0
873977,0,High-Value Redeemers,0,38,49964,1418,46604.0
261273,4,Active Points Hoarders,2,26,52272,0,50441.0
250089,1,Inactive / Zero Flights,999,0,0,0,49204.0
801607,1,Inactive / Zero Flights,999,0,0,0,50830.0
249811,2,Occasional / Declining Flyers,3,18,21595,540,50432.0
671906,1,Inactive / Zero Flights,999,0,0,0,50432.0
530214,2,Occasional / Declining Flyers,18,9,12181,429,94856.0
826230,2,Occasional / Declining Flyers,1,2,4562,0,94856.0
480203,0,High-Value Redeemers,0,47,64559,1390,83156.0
486890,4,Active Points Hoarders,3,40,61620,289,83156.0
190570,2,Occasional / Declining Flyers,13,17,27344,0,59072.0
273070,0,High-Value Redeemers,4,46,68944,1914,65099.0
444748,0,High-Value Redeemers,0,47,67719,1439,49839.0
