Loyalty Number,Flights_Last_3M,Distance_Last_3M,Points_Last_3M,Flight_Frequency,Avg_Distance_Per_Month,Avg_Points_Per_Month,Points_Redeem_Ratio,Flight_Trend_3M,Distance_Trend_3M,Months_Since_Last_Flight,CLV,CLV_Per_Year,Salary,Membership_Age,Cancelled,Gender,Education,Marital Status,Loyalty Card,Enrollment Type
484853,2.0,2956.0,2956.0,1.75,2318.125,2318.125,0.21432003844305622,-1.0,672.0,0.0,7325.92,1220.9866666666667,47095.0,5,0,Male,Bachelor,Single,Nova,Standard
463298,0.0,0.0,0.0,0.375,417.5,417.5,0.0,-1.0,-1638.0,0.0,4991.54,4991.54,100264.0,0,0,Male,Bachelor,Married,Star,Standard
278568,4.0,8080.0,8080.0,0.375,701.4583333333334,701.4583333333334,0.0,-5.0,-8755.0,0.0,7228.99,7228.99,70846.0,0,0,Female,Bachelor,Married,Star,Standard
226176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.56,1280.39,,3,1,Female,College,Single,Aurora,Standard
292384,5.0,10800.0,10800.0,1.7916666666666667,3292.9166666666665,3292.9166666666665,0.0,2.0,3652.0,0.0,24552.87,8184.29,,2,0,Female,College,Married,Aurora,Standard
305171,1.0,845.0,845.0,1.4583333333333333,1819.125,1819.125,0.0,-3.0,-1935.0,0.0,4697.15,939.43,,4,0,Female,College,Single,Star,Standard
463361,7.0,8947.0,8947.0,1.9583333333333333,2810.875,2810.875,0.0,3.0,3999.0,0.0,8110.7,2703.5666666666666,88163.0,2,0,Female,Bachelor,Married,Nova,Standard
222743,1.0,703.0,703.0,1.3333333333333333,1894.125,1894.125,0.0,0.0,0.0,0.0,22647.22,3235.317142857143,126075.0,6,0,Male,Master,Divorced,Star,Standard
483863,11.0,13350.0,13350.0,2.75,4055.875,4055.875,0.0,0.0,-3920.0,0.0,12244.9,2448.98,65857.0,4,0,Female,Bachelor,Married,Nova,Standard
485040,5.0,2863.0,2863.0,1.6666666666666667,1978.6666666666667,1978.6666666666667,0.0,-3.0,-2193.0,0.0,10620.49,2124.098,57958.0,4,0,Female,Bachelor,Single,Aurora,Standard
474174,0.0,0.0,0.0,1.2916666666666667,1636.7083333333333,1636.7083333333333,0.0,0.0,0.0,0.0,4365.26,1091.315,218703.0,3,1,Female,Doctor,Married,Star,Standard
496191,6.0,8751.0,8751.0,1.6666666666666667,2495.9583333333335,2495.9583333333335,0.0,0.0,0.0,0.0,12200.79,2440.1580000000004,76018.0,4,0,Female,Bachelor,Married,Star,Standard
491495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9199.39,9199.39,59273.0,0,0,Male,Bachelor,Married,Nova,Standard
299359,1.0,1660.0,1660.0,1.5,2088.2083333333335,2088.2083333333335,0.0,-3.0,-2480.0,0.0,8012.84,2670.9466666666667,61641.0,2,0,Female,Bachelor,Divorced,Aurora,Standard
488130,10.0,5930.0,8895.0,6.909090909090909,11010.181818181818,16515.272727272728,0.0,-8.0,-15264.0,0.0,4766.37,4766.37,,0,0,Female,College,Single,Star,2018 Promotion
975918,12.0,19329.0,19329.0,2.4583333333333335,4037.8333333333335,4037.8333333333335,0.0,3.0,8965.0,0.0,10719.08,2143.816,94864.0,4,0,Female,Bachelor,Divorced,Nova,Standard
471460,4.0,3368.0,5052.0,6.0,10653.09090909091,15979.636363636364,0.0,-6.0,-6684.0,0.0,4786.89,4786.89,33306.0,0,1,Female,Bachelor,Married,Star,2018 Promotion
999498,9.0,11508.0,11508.0,1.6666666666666667,2433.3333333333335,2433.3333333333335,0.0,5.0,9120.0,0.0,3436.13,1718.065,54457.0,1,0,Male,Bachelor,Divorced,Nova,Standard
283314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3991.73,665.2883333333333,72127.0,5,1,Female,Bachelor,Married,Star,Standard
974715,6.0,7806.0,7806.0,0.25,325.25,325.25,0.0,3.0,2466.0,0.0,10114.99,10114.99,86057.0,0,0,Male,Bachelor,Married,Star,Standard
296141,1.0,841.0,841.0,0.041666666666666664,35.041666666666664,35.041666666666664,0.0,1.0,841.0,0.0,11172.5,11172.5,104294.0,0,0,Male,Doctor,Single,Aurora,Standard
272148,7.0,14336.0,14336.0,2.0416666666666665,2923.1666666666665,2923.1666666666665,0.0633458432844308,4.0,8792.0,0.0,2863.05,477.175,61965.0,5,0,Female,Bachelor,Married,Nova,Standard
471466,6.0,6714.0,6714.0,0.5,447.5,447.5,0.0,4.0,5089.0,0.0,8701.36,8701.36,,0,0,Male,College,Married,Star,Standard
475930,0.0,0.0,0.0,0.5416666666666666,1229.2083333333333,1229.2083333333333,0.0,0.0,0.0,0.0,2359.42,1179.71,171815.0,1,1,Female,Doctor,Divorced,Star,Standard
224607,3.0,6006.0,6006.0,0.125,250.25,250.25,0.0,3.0,6006.0,0.0,7724.84,7724.84,55360.0,0,0,Female,Bachelor,Married,Aurora,Standard
299278,2.0,2436.0,2436.0,1.8333333333333333,2596.125,2596.125,0.0,-4.0,-2016.0,0.0,4673.2,778.8666666666667,70850.0,5,0,Female,Bachelor,Married,Star,Standard
471523,9.0,11973.0,11973.0,0.875,1348.9583333333333,1348.9583333333333,0.0,3.0,5497.0,0.0,2611.84,652.96,,3,0,Male,College,Single,Star,Standard
491481,5.0,3461.0,3461.0,1.6666666666666667,2823.5833333333335,2823.5833333333335,0.0,0.0,-457.0,0.0,36470.3,9117.575,,3,0,Male,College,Married,Aurora,Standard
225262,7.0,12765.0,12765.0,2.2083333333333335,3546.1666666666665,3546.1666666666665,0.0,2.0,8411.0,0.0,6991.25,2330.4166666666665,58114.0,2,0,Male,High School or Below,Married,Star,Standard
491391,4.0,5134.0,5134.0,1.7083333333333333,1927.2083333333333,1927.2083333333333,0.0,-1.0,-622.0,0.0,2243.47,320.49571428571426,,6,0,Female,College,Single,Star,Standard
471662,4.0,9824.0,9824.0,1.5833333333333333,2834.5416666666665,2834.5416666666665,0.0,0.0,6680.0,0.0,5029.64,1676.5466666666669,,2,0,Male,College,Married,Nova,Standard
286262,0.0,0.0,0.0,1.125,1920.8333333333333,1920.8333333333333,0.0,0.0,0.0,0.0,4177.29,1044.3225,64266.0,3,1,Female,Bachelor,Married,Nova,Standard
296146,9.0,17594.0,17594.0,1.4583333333333333,2313.9583333333335,2313.9583333333335,0.0,4.0,9396.0,0.0,8513.59,1418.9316666666666,75248.0,5,0,Male,Bachelor,Married,Star,Standard
491404,1.0,1484.0,1484.0,1.5416666666666667,2209.1666666666665,2209.1666666666665,0.0,-2.0,-3484.0,0.0,6220.77,3110.385,,1,0,Female,College,Single,Nova,Standard
299204,8.0,18276.0,27414.0,4.545454545454546,7662.363636363636,11493.545454545454,0.0,6.0,14460.0,0.0,7805.31,7805.31,67462.0,0,0,Male,Master,Divorced,Star,2018 Promotion
475950,11.0,12665.0,18997.5,4.363636363636363,5500.090909090909,8250.136363636364,0.0,9.0,10683.0,0.0,7980.49,7980.49,53224.0,0,0,Male,Bachelor,Married,Star,2018 Promotion
275637,0.0,0.0,0.0,1.7083333333333333,2821.2083333333335,2821.2083333333335,0.0,-3.0,-2397.0,0.0,11971.98,2992.995,78881.0,3,0,Male,Bachelor,Divorced,Aurora,Standard
275209,5.0,9072.0,9072.0,1.2916666666666667,1526.6666666666667,1526.6666666666667,0.0,0.0,0.0,0.0,6515.03,1303.0059999999999,66488.0,4,0,Male,Bachelor,Married,Nova,Standard
230070,0.0,0.0,0.0,0.20833333333333334,266.5833333333333,266.5833333333333,0.0,0.0,0.0,0.0,10083.49,5041.745,75891.0,1,1,Male,Master,Divorced,Star,Standard
974209,0.0,0.0,0.0,1.25,2153.25,2153.25,0.0,0.0,0.0,0.0,6521.37,931.6242857142857,85038.0,6,0,Male,Bachelor,Married,Nova,Standard
471583,8.0,8071.0,8071.0,1.625,2076.3333333333335,2076.3333333333335,0.0,1.0,-2501.0,0.0,2612.76,435.46000000000004,160909.0,5,0,Male,Doctor,Married,Star,Standard
299210,4.0,7812.0,7812.0,1.25,1817.4166666666667,1817.4166666666667,0.0,-2.0,-4416.0,0.0,8197.2,1171.0285714285715,,6,0,Male,College,Married,Star,Standard
283326,0.0,0.0,0.0,5.909090909090909,10546.545454545454,15819.818181818182,0.0,0.0,0.0,0.0,2680.9,2680.9,62617.0,0,0,Female,Bachelor,Married,Star,2018 Promotion
475713,2.0,1558.0,1558.0,0.9583333333333334,1548.3333333333333,1548.3333333333333,0.0,-2.0,-3280.0,0.0,3486.7,1162.2333333333333,,2,0,Female,College,Single,Star,Standard
296217,6.0,7692.0,7692.0,1.2916666666666667,1573.9583333333333,1573.9583333333333,0.0,4.0,4188.0,0.0,9047.12,4523.56,,1,0,Female,College,Single,Star,Standard
976489,4.0,5895.0,5895.0,0.9583333333333334,1703.625,1703.625,0.0,-4.0,-7956.0,0.0,5062.37,2531.185,,1,0,Female,College,Single,Star,Standard
471440,5.0,4002.0,4002.0,0.6666666666666666,1019.7916666666666,1019.7916666666666,0.0,-1.0,-2662.0,0.0,5227.57,2613.785,83852.0,1,0,Male,Bachelor,Married,Aurora,Standard
275670,6.0,6651.0,6651.0,1.1666666666666667,2074.6666666666665,2074.6666666666665,0.0,2.0,94.0,0.0,30442.54,10147.513333333334,78974.0,2,0,Female,Bachelor,Divorced,Star,Standard
225279,23.0,41104.0,61656.0,6.363636363636363,10908.272727272728,16362.40909090909,0.0,7.0,11716.0,0.0,2690.78,2690.78,67271.0,0,0,Male,Bachelor,Married,Star,2018 Promotion
476068,6.0,10972.0,10972.0,2.0833333333333335,3555.75,3555.75,0.14774774774774774,2.0,4994.0,0.0,18853.74,2693.3914285714286,,6,0,Male,College,Single,Nova,Standard
299397,4.0,8128.0,8128.0,0.4583333333333333,731.2916666666666,731.2916666666666,0.0,2.0,5120.0,0.0,4935.64,2467.82,101983.0,1,0,Male,Bachelor,Married,Star,Standard
224530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.92,3208.92,61275.0,0,0,Female,Bachelor,Married,Star,Standard
286551,0.0,0.0,0.0,1.5416666666666667,2175.7083333333335,2175.7083333333335,0.0,0.0,0.0,0.0,3380.71,563.4516666666667,74428.0,5,0,Male,Bachelor,Divorced,Nova,Standard
283122,7.0,12789.0,12789.0,1.5416666666666667,2062.7083333333335,2062.7083333333335,0.0,1.0,2637.0,0.0,7568.85,1513.77,76286.0,4,0,Female,High School or Below,Married,Nova,Standard
296097,0.0,0.0,0.0,0.875,1672.1666666666667,1672.1666666666667,0.0,0.0,0.0,0.0,16407.66,4101.915,48080.0,3,1,Male,Bachelor,Single,Nova,Standard
471098,2.0,3914.0,3914.0,1.375,2241.5,2241.5,0.0,0.0,0.0,0.0,13211.01,2201.835,86536.0,5,0,Male,Bachelor,Divorced,Star,Standard
997434,6.0,10467.0,10467.0,1.875,2633.0,2633.0,0.0,-3.0,-1205.0,0.0,2551.23,510.246,90265.0,4,0,Male,Bachelor,Married,Star,Standard
491704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.74,652.1479999999999,,4,1,Male,College,Married,Nova,Standard
471170,6.0,9656.0,9656.0,1.375,2253.5,2253.5,0.0,0.0,0.0,0.0,5830.56,1457.64,,3,0,Male,College,Married,Aurora,Standard
488044,2.0,4662.0,4662.0,1.9583333333333333,3211.875,3211.875,0.0,0.0,0.0,0.0,15994.01,5331.336666666667,,2,0,Male,College,Single,Aurora,Standard
273052,2.0,3066.0,3066.0,1.125,1979.3333333333333,1979.3333333333333,0.0,2.0,3066.0,0.0,5095.37,2547.685,82735.0,1,0,Female,Bachelor,Single,Nova,Standard
100550,2.0,3904.0,3904.0,1.75,2153.625,2153.625,0.0,0.0,0.0,0.0,7861.8,1310.3,54133.0,5,0,Female,Bachelor,Married,Nova,Standard
228896,2.0,1042.0,1042.0,1.0,1340.0416666666667,1340.0416666666667,0.0,0.0,0.0,0.0,17441.64,2906.94,91156.0,5,0,Female,Bachelor,Married,Nova,Standard
471188,3.0,2944.0,2944.0,1.125,1453.75,1453.75,0.0,2.0,1562.0,0.0,3819.62,636.6033333333334,,5,0,Female,College,Single,Nova,Standard
283290,1.0,1260.0,1260.0,1.4166666666666667,2098.0416666666665,2098.0416666666665,0.0,-2.0,-4286.0,0.0,3971.35,992.8375,49175.0,3,0,Female,Bachelor,Single,Nova,Standard
491513,2.0,1040.0,1040.0,1.375,1828.3333333333333,1828.3333333333333,0.0,0.0,0.0,0.0,9783.63,3261.2099999999996,,2,0,Male,College,Married,Aurora,Standard
296104,0.0,0.0,0.0,0.5833333333333334,827.0833333333334,827.0833333333334,0.0,0.0,0.0,0.0,13891.68,4630.56,83660.0,2,1,Female,Bachelor,Divorced,Star,Standard
488071,0.0,0.0,0.0,1.7083333333333333,3125.875,3125.875,0.0,-2.0,-4150.0,0.0,3230.58,538.43,77914.0,5,0,Female,Bachelor,Divorced,Nova,Standard
491643,4.0,8874.0,8874.0,0.2916666666666667,668.625,668.625,0.0,-3.0,-7173.0,0.0,16464.37,16464.37,52220.0,0,0,Female,Bachelor,Married,Nova,Standard
299366,0.0,0.0,0.0,0.75,1109.2083333333333,1109.2083333333333,0.0,0.0,0.0,0.0,4877.61,1625.87,,2,1,Female,College,Married,Star,Standard
286370,7.0,9960.0,9960.0,2.1666666666666665,3237.375,3237.375,0.0,-4.0,-6088.0,0.0,7116.55,1423.31,,4,0,Male,College,Single,Nova,Standard
230101,2.0,2670.0,2670.0,1.5,1806.5,1806.5,0.0,-3.0,-5523.0,0.0,8146.27,2036.5675,99796.0,3,0,Male,Bachelor,Married,Aurora,Standard
475974,2.0,2384.0,2384.0,1.75,2641.7916666666665,2641.7916666666665,0.0,0.0,0.0,0.0,11463.99,1910.665,65094.0,5,0,Male,Bachelor,Married,Nova,Standard
283133,1.0,1154.0,1154.0,1.7083333333333333,2259.75,2259.75,0.0,-4.0,-3580.0,0.0,8232.76,1646.5520000000001,72900.0,4,0,Male,Bachelor,Married,Star,Standard
471204,2.0,3390.0,3390.0,1.375,1875.2916666666667,1875.2916666666667,0.0,0.0,0.0,0.0,7258.63,1814.6575,96361.0,3,0,Male,Bachelor,Married,Aurora,Standard
475991,2.0,2680.0,2680.0,1.1666666666666667,1593.1666666666667,1593.1666666666667,0.0,-3.0,-4464.0,0.0,5764.78,1921.5933333333332,48103.0,2,0,Female,Bachelor,Married,Star,Standard
491690,22.0,34604.0,51906.0,6.181818181818182,9458.545454545454,14187.818181818182,0.0,6.0,10368.0,0.0,2965.72,2965.72,51277.0,0,0,Male,Bachelor,Married,Nova,2018 Promotion
299367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3837.49,3837.49,58831.0,0,0,Female,Bachelor,Single,Nova,Standard
286388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2191.13,365.18833333333333,,5,1,Male,College,Single,Star,Standard
299165,4.0,4993.0,4993.0,0.8333333333333334,1069.9583333333333,1069.9583333333333,0.0,-4.0,-7348.0,0.0,9198.69,4599.345,55002.0,1,0,Female,Bachelor,Married,Star,Standard
488151,0.0,0.0,0.0,0.25,261.25,261.25,0.0,0.0,0.0,0.0,7531.03,2510.3433333333332,,2,1,Male,College,Single,Aurora,Standard
283338,4.0,9590.0,9590.0,0.9583333333333334,1341.75,1341.75,0.0,1.0,2715.0,0.0,2921.93,1460.965,78372.0,1,0,Female,Bachelor,Married,Nova,Standard
296457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5754.85,1150.97,53464.0,4,1,Male,Bachelor,Married,Nova,Standard
472283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4306.56,861.3120000000001,51168.0,4,1,Male,Bachelor,Married,Nova,Standard
491244,0.0,0.0,0.0,1.7272727272727273,3734.909090909091,5602.363636363636,0.0,-2.0,-4804.0,0.0,8048.37,8048.37,,0,0,Male,College,Single,Aurora,2018 Promotion
272250,14.0,28072.0,42108.0,2.5454545454545454,4372.727272727273,6559.090909090909,0.0,6.0,9612.0,0.0,5246.28,5246.28,53061.0,0,0,Male,Bachelor,Married,Aurora,2018 Promotion
997710,0.0,0.0,0.0,0.6666666666666666,1000.375,1000.375,0.0,0.0,0.0,0.0,5841.53,973.5883333333333,,5,1,Male,College,Divorced,Nova,Standard
228995,2.0,2508.0,2508.0,1.625,2364.0416666666665,2364.0416666666665,587.0,0.0,0.0,0.0,12767.23,2553.446,,4,0,Male,College,Single,Nova,Standard
472314,2.0,2927.0,2927.0,0.16666666666666666,197.79166666666666,197.79166666666666,0.0,1.0,1012.0,0.0,5573.11,5573.11,94621.0,0,0,Male,Bachelor,Married,Aurora,Standard
491242,7.0,7072.0,10608.0,5.2727272727272725,7399.363636363636,11099.045454545454,0.0,3.0,3300.0,0.0,7597.91,7597.91,-43234.0,0,0,Male,Bachelor,Married,Star,2018 Promotion
229861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.2,596.55,83796.0,3,1,Female,Bachelor,Single,Star,Standard
298999,18.0,27918.0,41877.0,5.909090909090909,9703.727272727272,14555.59090909091,0.0,12.0,20856.0,0.0,5498.94,5498.94,65565.0,0,0,Female,High School or Below,Married,Aurora,2018 Promotion
475535,6.0,4362.0,6543.0,2.909090909090909,5177.090909090909,7765.636363636364,0.0,6.0,4362.0,0.0,12904.94,12904.94,52233.0,0,0,Male,Bachelor,Divorced,Aurora,2018 Promotion
283709,0.0,0.0,0.0,0.9583333333333334,1857.2916666666667,1857.2916666666667,0.0,0.0,0.0,0.0,6756.06,3378.03,66210.0,1,0,Female,Bachelor,Married,Aurora,Standard
286114,2.0,3600.0,3600.0,1.0833333333333333,1490.375,1490.375,0.0,-3.0,-4008.0,0.0,3872.22,1290.74,,2,0,Female,College,Single,Star,Standard
488303,1.0,1288.0,1288.0,1.0833333333333333,1880.0833333333333,1880.0833333333333,0.0,-3.0,-6096.0,0.0,2790.46,1395.23,52971.0,1,0,Female,Bachelor,Married,Nova,Standard
472325,5.0,11467.0,11467.0,1.75,2493.625,2493.625,0.13765182186234817,2.0,4198.0,0.0,4209.68,701.6133333333333,74299.0,5,0,Female,Bachelor,Married,Nova,Standard
296566,0.0,0.0,0.0,0.6666666666666666,937.9166666666666,937.9166666666666,0.0,0.0,0.0,0.0,10978.78,5489.39,99897.0,1,1,Male,Bachelor,Married,Nova,Standard
298967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5089.69,727.0985714285714,77622.0,6,0,Male,Bachelor,Married,Star,Standard
472376,4.0,8656.0,8656.0,0.16666666666666666,360.6666666666667,360.6666666666667,0.0,4.0,8656.0,0.0,24706.92,24706.92,73624.0,0,0,Female,High School or Below,Married,Star,Standard
298869,3.0,4458.0,4458.0,1.25,1771.4583333333333,1771.4583333333333,0.0,1.0,1432.0,0.0,5182.39,1295.5975,64704.0,3,0,Male,Bachelor,Married,Nova,Standard
283770,7.0,6980.0,6980.0,0.875,1415.0833333333333,1415.0833333333333,0.0,1.0,-2318.0,0.0,12547.43,6273.715,55950.0,1,0,Female,Bachelor,Divorced,Star,Standard
475500,0.0,0.0,0.0,1.7083333333333333,2748.5,2748.5,0.0,-2.0,-4660.0,0.0,5185.8,1296.45,104663.0,3,0,Male,Bachelor,Married,Star,Standard
491005,5.0,8348.0,8348.0,1.1666666666666667,1712.1666666666667,1712.1666666666667,0.2445961319681456,-1.0,53.0,0.0,5762.47,1152.4940000000001,80316.0,4,0,Male,Bachelor,Married,Nova,Standard
296567,13.0,25015.0,37522.5,3.1818181818181817,5285.545454545455,7928.318181818182,0.0,9.0,21087.0,0.0,2574.02,2574.02,25604.0,0,0,Female,Bachelor,Single,Star,2018 Promotion
275531,10.0,11420.0,11420.0,1.2083333333333333,1666.0416666666667,1666.0416666666667,0.0,1.0,-1781.0,0.0,5823.16,2911.58,96564.0,1,0,Female,Bachelor,Divorced,Nova,Standard
472373,1.0,1449.0,1449.0,1.375,1925.625,1925.625,0.0,0.0,-305.0,0.0,19323.24,6441.080000000001,,2,0,Male,College,Divorced,Aurora,Standard
298883,4.0,3802.0,3802.0,0.16666666666666666,158.41666666666666,158.41666666666666,0.0,0.0,0.0,0.0,5335.02,5335.02,,0,0,Female,College,Single,Star,Standard
488346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.77,1994.77,,0,0,Female,College,Single,Star,Standard
472356,7.0,11110.0,11110.0,1.7916666666666667,3002.2916666666665,3002.2916666666665,0.0,4.0,5320.0,0.0,9191.73,2297.9325,49339.0,3,0,Male,Bachelor,Married,Star,Standard
283747,5.0,9759.0,9759.0,1.75,2611.25,2611.25,0.0,-2.0,-4254.0,0.0,4389.95,1463.3166666666666,,2,0,Male,College,Divorced,Star,Standard
475532,4.0,6136.0,6136.0,1.75,2578.625,2578.625,0.0,0.0,0.0,0.0,11875.9,1979.3166666666666,,5,0,Male,College,Married,Aurora,Standard
491122,0.0,0.0,0.0,1.25,1842.625,1842.625,0.0,0.0,0.0,0.0,8991.12,4495.56,,1,0,Female,College,Single,Star,Standard
224664,2.0,2864.0,2864.0,2.0,3086.7916666666665,3086.7916666666665,0.0,-4.0,-3840.0,0.0,3113.34,518.89,94534.0,5,0,Female,Bachelor,Married,Nova,Standard
225205,5.0,9730.0,9730.0,0.4166666666666667,609.375,609.375,0.0,5.0,9730.0,0.0,10963.96,10963.96,72656.0,0,0,Female,Bachelor,Divorced,Star,Standard
491253,8.0,14477.0,14477.0,1.125,1414.9166666666667,1414.9166666666667,0.0,4.0,10000.0,0.0,4700.42,1175.105,,3,0,Female,College,Single,Star,Standard
283654,0.0,0.0,0.0,1.1666666666666667,1557.0,1557.0,0.0,0.0,0.0,0.0,2659.98,664.995,47491.0,3,1,Male,Bachelor,Single,Star,Standard
105193,3.0,6621.0,6621.0,0.125,275.875,275.875,0.0,0.0,0.0,0.0,8838.09,8838.09,92396.0,0,0,Female,Bachelor,Married,Nova,Standard
286225,7.0,11132.0,11132.0,1.875,3234.125,3234.125,0.0,4.0,8576.0,0.0,5597.12,932.8533333333334,59709.0,5,0,Female,Bachelor,Married,Star,Standard
471944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19837.31,4959.3275,,3,1,Male,College,Married,Nova,Standard
224661,10.0,16795.0,16795.0,2.9166666666666665,4747.0,4747.0,0.05406224737267583,5.0,9895.0,0.0,7444.94,1861.235,,3,0,Male,College,Single,Aurora,Standard
475690,1.0,1786.0,1786.0,1.5416666666666667,2544.2083333333335,2544.2083333333335,0.0,0.0,0.0,0.0,3801.75,760.35,56086.0,4,0,Female,Bachelor,Married,Nova,Standard
296412,0.0,0.0,0.0,1.0909090909090908,2715.2727272727275,4072.909090909091,0.0,0.0,0.0,0.0,4533.73,4533.73,99204.0,0,1,Male,Bachelor,Married,Star,2018 Promotion
488224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5096.67,849.445,210090.0,5,1,Female,Doctor,Divorced,Star,Standard
283358,3.0,6696.0,6696.0,1.5416666666666667,2554.75,2554.75,0.0,-2.0,-1050.0,0.0,8879.79,4439.895,70384.0,1,0,Female,Bachelor,Single,Nova,Standard
471858,4.0,9536.0,9536.0,1.4166666666666667,2217.5416666666665,2217.5416666666665,0.0,0.0,0.0,0.0,10080.37,3360.1233333333334,76502.0,2,0,Female,Bachelor,Married,Star,Standard
488188,1.0,1539.0,1539.0,1.2083333333333333,1656.2916666666667,1656.2916666666667,0.0,-1.0,-1984.0,0.0,12500.84,3125.21,,3,0,Female,College,Married,Nova,Standard
475700,4.0,7788.0,7788.0,1.875,2549.6666666666665,2549.6666666666665,0.0,3.0,6522.0,0.0,9709.75,9709.75,,0,0,Female,College,Married,Nova,Standard
471706,7.0,11649.0,11649.0,1.6666666666666667,2466.8333333333335,2466.8333333333335,0.0,4.0,8688.0,0.0,10484.92,10484.92,76622.0,0,0,Female,Bachelor,Divorced,Nova,Standard
228984,3.0,4951.0,4951.0,1.2916666666666667,2019.4166666666667,2019.4166666666667,0.0,-3.0,-2151.0,0.0,4530.53,1132.6325,57254.0,3,0,Male,Bachelor,Married,Star,Standard
491369,4.0,7691.0,7691.0,1.8333333333333333,2558.3333333333335,2558.3333333333335,0.0,-3.0,-3531.0,0.0,6620.44,1324.088,50255.0,4,0,Male,Bachelor,Single,Aurora,Standard
299113,7.0,11562.0,11562.0,1.4583333333333333,2301.5833333333335,2301.5833333333335,0.0,0.0,-1063.0,0.0,2426.96,404.49333333333334,,5,0,Male,College,Single,Star,Standard
272144,8.0,7893.0,7893.0,1.375,2040.0,2040.0,0.0,1.0,1784.0,0.0,15862.18,3965.545,,3,0,Male,College,Single,Star,Standard
491351,6.0,13234.0,13234.0,1.75,2684.5,2684.5,0.0,1.0,7792.0,0.0,5392.5,1348.125,,3,0,Female,College,Married,Star,Standard
272225,3.0,4873.0,4873.0,0.125,203.04166666666666,203.04166666666666,0.0,1.0,1681.0,0.0,8460.81,8460.81,,0,0,Female,College,Single,Aurora,Standard
472225,3.0,1881.0,1881.0,1.75,3198.375,3198.375,0.0,0.0,0.0,0.0,8618.3,2872.7666666666664,65844.0,2,0,Female,Bachelor,Single,Aurora,Standard
488268,3.0,4611.0,4611.0,1.875,3166.9583333333335,3166.9583333333335,0.0,-2.0,-3148.0,0.0,6031.52,1206.304,68157.0,4,0,Female,Bachelor,Single,Aurora,Standard
299034,6.0,7760.0,7760.0,1.875,2694.0,2694.0,0.0,-1.0,-570.0,0.0,10155.3,1692.55,52947.0,5,0,Female,Bachelor,Single,Nova,Standard
475550,3.0,4417.0,4417.0,1.4166666666666667,2181.2083333333335,2181.2083333333335,0.0,0.0,0.0,0.0,6265.34,1566.335,,3,0,Male,College,Married,Nova,Standard
997439,5.0,6714.0,6714.0,1.7083333333333333,2111.9166666666665,2111.9166666666665,0.0,1.0,3748.0,0.0,3600.93,720.1859999999999,118530.0,4,0,Male,Master,Single,Nova,Standard
286182,7.0,10437.0,10437.0,0.2916666666666667,434.875,434.875,0.0,4.0,3984.0,0.0,4233.57,4233.57,101897.0,0,0,Female,Bachelor,Single,Nova,Standard
230027,8.0,10917.0,10917.0,1.875,2768.7083333333335,2768.7083333333335,0.0,-3.0,-1379.0,0.0,6332.94,2110.98,69111.0,2,0,Male,Bachelor,Single,Star,Standard
976423,4.0,7844.0,7844.0,2.5416666666666665,4040.3333333333335,4040.3333333333335,0.0,0.0,0.0,0.0,2891.27,963.7566666666667,90879.0,2,1,Male,Bachelor,Married,Nova,Standard
491310,1.0,1086.0,1086.0,1.125,1931.3333333333333,1931.3333333333333,0.0,-3.0,-4503.0,0.0,17484.53,8742.265,89248.0,1,0,Male,Bachelor,Divorced,Aurora,Standard
472009,2.0,2968.0,2968.0,1.2083333333333333,1780.9166666666667,1780.9166666666667,0.0,-2.0,-4952.0,0.0,7750.12,3875.06,48494.0,1,0,Male,Bachelor,Single,Aurora,Standard
974265,2.0,3980.0,5970.0,2.0,2986.5454545454545,4479.818181818182,0.0,-4.0,-3480.0,0.0,7316.65,7316.65,54220.0,0,0,Male,Bachelor,Married,Star,2018 Promotion
283437,6.0,8823.0,8823.0,1.75,2608.2083333333335,2608.2083333333335,0.12522576760987358,-1.0,-5399.0,0.0,16473.17,3294.6339999999996,111106.0,4,0,Male,Master,Married,Nova,Standard
299107,1.0,1880.0,1880.0,1.875,2478.9583333333335,2478.9583333333335,0.0,-2.0,-3090.0,0.0,2570.19,642.5475,82724.0,3,0,Female,Bachelor,Married,Star,Standard
273020,3.0,4007.0,4007.0,1.375,1959.625,1959.625,0.0,-1.0,-147.0,0.0,21886.2,4377.24,63372.0,4,0,Female,Bachelor,Married,Star,Standard
