Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Months Active,Last Flight Date,Recency (Months)
426958,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,84603.0,Married,Nova,2895.21,Standard,2013,8,,,37,51854,51854.0,0,24,2018-12-31,0
442479,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,56600.0,Divorced,Nova,2896.92,Standard,2014,9,,,43,70261,70261.0,408,24,2018-11-30,1
870687,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,86818.0,Single,Nova,2897.28,Standard,2015,5,,,38,64255,64255.0,1046,24,2018-12-31,0
569347,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,71668.0,Married,Nova,2897.62,Standard,2014,10,,,44,87421,87421.0,839,24,2018-12-31,0
831860,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,71668.0,Married,Nova,2897.62,Standard,2014,5,,,38,49057,49057.0,0,24,2018-11-30,1
857235,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Nova,2897.78,Standard,2012,11,,,0,0,0.0,0,24,,999
465729,Canada,Alberta,Peace River,T9O 2W2,Male,College,73455.0,Single,Nova,2898.73,Standard,2016,2,,,48,69600,69600.0,1238,24,2018-12-31,0
192816,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Star,6776.35,2018 Promotion,2018,4,,,61,84187,126280.5,0,11,2018-12-31,0
336831,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,79651.0,Married,Nova,2899.7,Standard,2018,9,,,3,3204,3204.0,0,24,2018-11-30,1
942083,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,79651.0,Married,Nova,2899.7,Standard,2018,12,,,44,64234,64234.0,1005,24,2018-11-30,1
851549,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,80586.0,Married,Nova,2899.92,Standard,2014,10,,,28,41857,41857.0,930,24,2018-12-31,0
333207,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,102255.0,Married,Nova,2902.15,Standard,2017,9,,,20,36921,36921.0,1136,24,2018-10-31,2
677560,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,102255.0,Married,Nova,2902.15,Standard,2015,6,,,28,45613,45613.0,451,24,2018-12-31,0
757420,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,49390.0,Married,Nova,2902.62,Standard,2014,10,,,38,65900,65900.0,638,24,2018-10-31,2
344768,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,58868.0,Married,Nova,2903.02,Standard,2014,1,2014.0,9.0,0,0,0.0,0,24,,999
347634,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,46915.0,Married,Nova,2903.24,Standard,2015,5,,,31,42440,42440.0,1397,24,2018-11-30,1
421752,Canada,Ontario,Toronto,P2T 6G3,Male,College,73455.0,Married,Nova,2903.75,Standard,2018,11,,,3,4668,4668.0,0,24,2018-12-31,0
663416,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Married,Nova,2903.75,Standard,2013,3,,,46,59082,59082.0,534,24,2018-12-31,0
500248,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,57644.0,Married,Star,7092.64,2018 Promotion,2018,3,,,91,158747,238120.5,0,11,2018-12-31,0
747187,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,84747.0,Married,Nova,2906.3,Standard,2016,12,,,31,55058,55058.0,0,24,2018-12-31,0
283980,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,49504.0,Married,Nova,2907.36,Standard,2015,2,,,29,41920,41920.0,460,24,2018-11-30,1
487212,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49504.0,Married,Nova,2907.36,Standard,2015,7,2018.0,10.0,48,63312,63312.0,2449,24,2018-09-30,3
288612,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,70116.0,Married,Nova,2907.44,Standard,2018,6,,,12,21825,21825.0,0,24,2018-10-31,2
385092,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,86274.0,Married,Star,7095.13,2018 Promotion,2018,2,,,102,154288,231432.0,418,11,2018-12-31,0
638085,Canada,Ontario,London,M5B 3E4,Male,Bachelor,86211.0,Married,Nova,2908.02,Standard,2018,12,,,0,0,0.0,0,24,,999
835440,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,58173.0,Married,Nova,2908.88,Standard,2016,4,2018.0,4.0,21,25867,25867.0,2981,24,2018-04-30,8
700207,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,96992.0,Single,Nova,2909.55,Standard,2015,10,,,43,73905,73905.0,474,24,2018-12-31,0
747668,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,96992.0,Single,Nova,2909.55,Standard,2016,7,,,33,49421,49421.0,1443,24,2018-12-31,0
203607,Canada,Quebec,Montreal,H2Y 2W2,Female,High School or Below,43280.0,Married,Nova,2910.32,Standard,2018,1,,,23,40992,40992.0,1220,24,2018-12-31,0
260245,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,43280.0,Married,Nova,2910.32,Standard,2014,7,,,62,97554,97554.0,1035,24,2018-11-30,1
417904,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Single,Nova,2912.24,Standard,2017,1,,,27,31624,31624.0,1011,24,2018-12-31,0
973059,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Single,Nova,2912.24,Standard,2018,6,,,4,5305,5305.0,0,24,2018-12-31,0
459563,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,100255.0,Divorced,Nova,2912.25,Standard,2016,9,,,36,51192,51192.0,1302,24,2018-12-31,0
332289,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,79789.0,Married,Nova,2912.6,Standard,2016,8,,,38,52336,52336.0,1924,24,2018-12-31,0
400313,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,79789.0,Married,Nova,2912.6,Standard,2015,5,,,48,68837,68837.0,699,24,2018-12-31,0
373886,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,91250.0,Divorced,Nova,2912.89,Standard,2016,7,,,25,42516,42516.0,1778,24,2018-12-31,0
490387,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,91250.0,Divorced,Nova,2912.89,Standard,2015,7,2016.0,3.0,0,0,0.0,0,24,,999
409908,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,82324.0,Single,Nova,2912.91,Standard,2014,8,,,44,62777,62777.0,746,24,2018-12-31,0
210647,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,174487.0,Divorced,Nova,2913.32,Standard,2014,8,,,43,69140,69140.0,859,24,2018-11-30,1
904602,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,174487.0,Divorced,Nova,2913.32,Standard,2015,10,,,25,39993,39993.0,1302,24,2018-11-30,1
346704,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87987.0,Single,Nova,2913.48,Standard,2014,7,,,50,67682,67682.0,471,24,2018-12-31,0
926867,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,87987.0,Single,Nova,2913.48,Standard,2018,7,,,12,10303,10303.0,613,24,2018-12-31,0
485062,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,97524.0,Married,Nova,2913.49,Standard,2017,4,,,19,30040,30040.0,912,24,2018-12-31,0
635517,Canada,Ontario,Ottawa,K1G 4Z0,Female,Doctor,281486.0,Married,Nova,2914.09,Standard,2018,5,,,11,14916,14916.0,0,24,2018-10-31,2
906780,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59569.0,Divorced,Nova,2914.96,Standard,2014,10,,,29,38879,38879.0,1257,24,2018-12-31,0
715255,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,92802.0,Married,Nova,2915.65,Standard,2017,12,,,15,16388,16388.0,1081,24,2018-11-30,1
948489,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,94703.0,Married,Nova,2916.38,Standard,2013,8,,,46,73092,73092.0,2738,24,2018-12-31,0
397272,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,94259.0,Divorced,Nova,2916.42,Standard,2018,11,,,0,0,0.0,0,24,,999
478700,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,69681.0,Divorced,Nova,2917.54,Standard,2016,6,,,42,63124,63124.0,1622,24,2018-12-31,0
789052,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69681.0,Divorced,Nova,2917.54,Standard,2012,11,,,30,35376,35376.0,555,24,2018-11-30,1
453887,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,90969.0,Married,Nova,2918.58,Standard,2014,3,,,34,61627,61627.0,0,24,2018-07-31,5
991893,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,90969.0,Married,Nova,2918.58,Standard,2016,12,,,56,96999,96999.0,3200,24,2018-12-31,0
227808,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,82910.0,Divorced,Star,7109.3,2018 Promotion,2018,3,,,59,82924,124386.0,585,11,2018-11-30,1
500058,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,77288.0,Married,Nova,2921.49,Standard,2012,11,,,13,15643,15643.0,0,24,2017-07-31,17
940901,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73455.0,Single,Nova,2921.68,Standard,2015,7,2016.0,3.0,0,0,0.0,0,24,,999
960005,Canada,Ontario,Toronto,P1J 8T7,Male,College,73455.0,Single,Nova,2921.68,Standard,2013,5,,,33,58768,58768.0,1134,24,2018-12-31,0
267020,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,78372.0,Married,Nova,2921.93,Standard,2017,5,,,34,66356,66356.0,612,24,2018-11-30,1
283338,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,78372.0,Married,Nova,2921.93,Standard,2017,6,,,23,32202,32202.0,1441,24,2018-12-31,0
872234,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79075.0,Married,Nova,2924.98,Standard,2014,6,,,61,103180,103180.0,1108,24,2018-11-30,1
408500,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,54409.0,Married,Nova,2925.73,Standard,2015,7,,,33,59334,59334.0,0,24,2018-12-31,0
762259,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54409.0,Married,Nova,2925.73,Standard,2016,12,,,32,54900,54900.0,1122,24,2018-12-31,0
804930,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,49217.0,Single,Nova,2926.52,Standard,2012,10,,,67,96979,96979.0,317,24,2018-12-31,0
507008,Canada,British Columbia,Victoria,V10 6T5,Male,College,73455.0,Single,Star,7180.28,2018 Promotion,2018,2,,,84,116182,174273.0,386,11,2018-12-31,0
913809,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,51109.0,Married,Nova,2926.83,Standard,2014,2,2014.0,10.0,0,0,0.0,0,24,,999
445169,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,99507.0,Married,Nova,2926.89,Standard,2012,10,,,34,51169,51169.0,569,24,2018-11-30,1
795492,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,99507.0,Married,Nova,2926.89,Standard,2015,10,,,51,74511,74511.0,0,24,2018-11-30,1
744567,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,87289.0,Married,Nova,2927.07,Standard,2016,7,,,34,45323,45323.0,758,24,2018-11-30,1
651605,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,88142.0,Married,Nova,2927.22,Standard,2013,12,,,55,95718,95718.0,2177,24,2018-12-31,0
945379,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,69951.0,Married,Nova,2927.73,Standard,2017,12,2018.0,10.0,13,17875,17875.0,0,24,2018-10-31,2
132209,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,78100.0,Married,Nova,2928.12,Standard,2013,2,,,46,58493,58493.0,0,24,2018-11-30,1
456177,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,95165.0,Married,Star,7234.14,2018 Promotion,2018,4,2018.0,12.0,54,70370,105555.0,0,11,2018-12-31,0
682709,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,103965.0,Married,Nova,2929.92,Standard,2014,1,,,29,52934,52934.0,364,24,2018-10-31,2
662164,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,56539.0,Married,Nova,2930.69,Standard,2012,8,,,24,39327,39327.0,0,24,2018-12-31,0
189854,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65397.0,Married,Nova,2931.16,Standard,2018,5,2018.0,11.0,3,4830,4830.0,477,24,2018-10-31,2
309727,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,65397.0,Married,Nova,2931.16,Standard,2014,9,,,40,66291,66291.0,0,24,2018-12-31,0
700286,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73455.0,Married,Nova,2933.5,Standard,2018,1,,,18,31905,31905.0,795,24,2018-12-31,0
859258,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,73455.0,Married,Nova,2933.96,Standard,2017,10,,,18,28695,28695.0,0,24,2018-11-30,1
938603,Canada,Ontario,London,M5B 3E4,Female,College,73455.0,Single,Nova,2935.84,Standard,2016,1,,,46,73615,73615.0,1035,24,2018-11-30,1
192772,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,85944.0,Married,Nova,2935.99,Standard,2012,11,,,0,0,0.0,0,24,,999
744135,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,85944.0,Married,Nova,2935.99,Standard,2016,12,,,30,43316,43316.0,421,24,2018-12-31,0
478050,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,64374.0,Divorced,Nova,2936.99,Standard,2013,8,,,46,78803,78803.0,888,24,2018-12-31,0
607115,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,64374.0,Divorced,Nova,2936.99,Standard,2013,9,,,33,44834,44834.0,1048,24,2018-12-31,0
347212,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73455.0,Divorced,Nova,2937.17,Standard,2018,9,,,4,3000,3000.0,0,24,2018-12-31,0
236710,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,92785.0,Single,Nova,2937.42,Standard,2015,8,,,42,69459,69459.0,832,24,2018-12-31,0
208256,Canada,Ontario,Toronto,M2Z 4K1,Male,College,73455.0,Single,Nova,2938.08,Standard,2013,10,,,37,58969,58969.0,0,24,2018-12-31,0
224000,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,61899.0,Divorced,Nova,2938.08,Standard,2016,2,,,37,53154,53154.0,1016,24,2018-07-31,5
767331,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,61899.0,Divorced,Nova,2938.08,Standard,2014,12,,,34,48646,48646.0,0,24,2018-10-31,2
844193,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,73455.0,Single,Nova,2938.08,Standard,2014,12,,,51,71306,71306.0,1499,24,2018-12-31,0
135279,Canada,Ontario,Toronto,P5S 6R4,Male,College,73455.0,Married,Nova,2938.73,Standard,2018,1,,,20,26816,26816.0,816,24,2018-12-31,0
433496,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Married,Nova,2938.73,Standard,2013,11,,,46,62621,62621.0,1579,24,2018-11-30,1
604526,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,102715.0,Married,Nova,2938.81,Standard,2014,10,,,35,37528,37528.0,695,24,2018-09-30,3
645081,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,102715.0,Married,Nova,2938.81,Standard,2013,11,,,32,46192,46192.0,0,24,2018-11-30,1
148208,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,89755.0,Divorced,Star,7283.93,2018 Promotion,2018,3,,,31,45868,68802.0,359,11,2018-12-31,0
806598,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,79054.0,Divorced,Nova,2941.83,Standard,2015,4,,,44,58982,58982.0,464,24,2018-11-30,1
105789,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,73455.0,Single,Nova,2943.05,Standard,2012,6,,,38,68173,68173.0,687,24,2018-12-31,0
158901,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,73455.0,Single,Nova,2943.05,Standard,2016,10,,,41,57122,57122.0,397,24,2018-12-31,0
398603,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,85764.0,Married,Nova,2944.18,Standard,2017,1,,,51,71276,71276.0,1471,24,2018-12-31,0
287690,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,89419.0,Divorced,Nova,2949.28,Standard,2017,5,,,46,66720,66720.0,471,24,2018-10-31,2
352068,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,82837.0,Married,Nova,2951.29,Standard,2014,5,,,51,96713,96713.0,581,24,2018-10-31,2
418718,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,70102.0,Married,Nova,2952.36,Standard,2017,12,,,19,26318,26318.0,430,24,2018-11-30,1
709499,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,70102.0,Married,Nova,2952.36,Standard,2013,7,,,32,46273,46273.0,417,24,2018-12-31,0
336271,Canada,Ontario,London,M5B 3E4,Female,Bachelor,73798.0,Married,Nova,2952.58,Standard,2013,6,,,39,52877,52877.0,383,24,2018-11-30,1
401834,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87867.0,Married,Nova,2953.62,Standard,2016,3,,,39,61507,61507.0,1236,24,2018-11-30,1
649656,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,87867.0,Married,Nova,2953.62,Standard,2014,6,,,39,53914,53914.0,1291,24,2018-11-30,1
406099,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73455.0,Married,Nova,2953.8,Standard,2018,10,,,8,13410,13410.0,0,24,2018-12-31,0
961427,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,77613.0,Married,Nova,2954.39,Standard,2012,9,,,33,53770,53770.0,336,24,2018-12-31,0
470381,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,73252.0,Single,Nova,2955.5,Standard,2015,9,,,44,60388,60388.0,614,24,2018-11-30,1
728085,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,73252.0,Single,Nova,2955.5,Standard,2014,2,,,38,58888,58888.0,2546,24,2018-12-31,0
600651,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,61836.0,Married,Nova,2956.36,Standard,2012,6,,,45,56556,56556.0,2283,24,2018-12-31,0
164094,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92875.0,Divorced,Nova,2957.76,Standard,2017,3,2018.0,12.0,32,54507,54507.0,1028,24,2018-11-30,1
841631,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,92875.0,Divorced,Nova,2957.76,Standard,2016,5,,,30,43903,43903.0,0,24,2018-11-30,1
363513,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,82943.0,Divorced,Nova,2959.82,Standard,2016,1,2016.0,7.0,0,0,0.0,0,24,,999
561413,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,82943.0,Divorced,Nova,2959.82,Standard,2013,5,,,49,69087,69087.0,987,24,2018-12-31,0
332225,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,128111.0,Single,Nova,2959.95,Standard,2017,3,,,39,52910,52910.0,1344,24,2018-12-31,0
170531,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Nova,2960.03,Standard,2015,6,,,53,81006,81006.0,0,24,2018-12-31,0
561873,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,99279.0,Married,Nova,2960.57,Standard,2016,3,,,40,60884,60884.0,0,24,2018-12-31,0
279634,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,65752.0,Married,Nova,2961.31,Standard,2015,2,2018.0,2.0,19,24727,24727.0,410,24,2018-02-28,10
641903,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,52743.0,Married,Nova,2962.72,Standard,2013,1,2013.0,9.0,0,0,0.0,0,24,,999
694648,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,84453.0,Divorced,Nova,2962.98,Standard,2018,8,,,5,9350,9350.0,0,24,2018-11-30,1
439013,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,40157.0,Married,Star,7381.91,2018 Promotion,2018,2,,,68,102354,153531.0,748,11,2018-11-30,1
641164,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,51277.0,Married,Nova,2965.72,Standard,2013,6,,,38,53604,53604.0,985,24,2018-12-31,0
247833,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73455.0,Married,Nova,2966.94,Standard,2018,7,,,5,5190,5190.0,607,24,2018-12-31,0
464248,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,98969.0,Married,Nova,2968.08,Standard,2014,6,,,42,52170,52170.0,2266,24,2018-11-30,1
811471,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,98969.0,Married,Nova,2968.08,Standard,2012,12,,,39,57985,57985.0,0,24,2018-12-31,0
569188,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,65663.0,Married,Nova,2969.59,Standard,2014,7,2017.0,4.0,8,15038,15038.0,0,24,2017-04-30,20
818040,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,65663.0,Married,Nova,2969.59,Standard,2015,5,2016.0,1.0,0,0,0.0,0,24,,999
434751,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,93281.0,Single,Nova,2971.92,Standard,2013,2,,,34,66416,66416.0,1104,24,2018-12-31,0
878510,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,93281.0,Single,Nova,2971.92,Standard,2017,5,2018.0,1.0,8,16172,16172.0,575,24,2017-12-31,11
653542,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,73455.0,Single,Nova,2972.46,Standard,2016,6,,,45,60423,60423.0,2071,24,2018-10-31,2
831812,Canada,Ontario,Trenton,K8V 4B2,Male,College,73455.0,Single,Nova,2972.46,Standard,2017,6,2018.0,2.0,15,27147,27147.0,1839,24,2017-12-31,11
219646,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,48980.0,Married,Nova,2974.31,Standard,2012,11,,,0,0,0.0,0,24,,999
843101,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,58651.0,Married,Nova,2975.26,Standard,2016,11,,,31,36695,36695.0,0,24,2018-08-31,4
335306,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,79167.0,Single,Nova,2978.85,Standard,2017,12,,,24,41205,41205.0,348,24,2018-12-31,0
976831,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79167.0,Single,Nova,2978.85,Standard,2013,5,2014.0,1.0,0,0,0.0,0,24,,999
670430,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,46444.0,Married,Nova,2980.01,Standard,2016,4,,,32,48625,48625.0,723,24,2018-11-30,1
278932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,85082.0,Married,Nova,2980.46,Standard,2017,5,,,39,58108,58108.0,722,24,2018-12-31,0
561107,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,85082.0,Married,Nova,2980.46,Standard,2013,4,,,36,50733,50733.0,1693,24,2018-12-31,0
990905,Canada,Ontario,Toronto,M1R 4K3,Female,College,73455.0,Married,Nova,2981.88,Standard,2015,11,,,45,65640,65640.0,2706,24,2018-11-30,1
846291,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,90098.0,Married,Nova,2982.2,Standard,2012,12,,,44,71233,71233.0,0,24,2018-12-31,0
578811,Canada,Ontario,Sudbury,M5V 1G5,Female,College,73455.0,Single,Nova,2983.11,Standard,2015,8,,,39,58989,58989.0,1977,24,2018-10-31,2
741677,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73455.0,Single,Nova,2987.95,Standard,2016,7,,,43,72132,72132.0,1330,24,2018-12-31,0
785965,Canada,Quebec,Montreal,H4G 3T4,Male,College,73455.0,Married,Nova,2989.91,Standard,2018,6,,,4,9342,9342.0,399,24,2018-08-31,4
972791,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,85425.0,Married,Nova,2990.33,Standard,2018,7,,,13,18415,18415.0,0,24,2018-12-31,0
109022,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,57960.0,Married,Nova,2991.42,Standard,2013,3,,,27,35598,35598.0,453,24,2018-12-31,0
904501,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57960.0,Married,Nova,2991.42,Standard,2016,11,,,38,60357,60357.0,625,24,2018-12-31,0
985266,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73455.0,Single,Nova,2991.7,Standard,2012,11,,,46,71952,71952.0,1612,24,2018-12-31,0
138065,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,73455.0,Married,Nova,2993.02,Standard,2017,10,2018.0,6.0,7,13762,13762.0,0,24,2018-05-31,7
528332,Canada,Ontario,Toronto,P1W 1K4,Female,College,73455.0,Married,Nova,2993.02,Standard,2015,10,,,51,80413,80413.0,698,24,2018-12-31,0
603407,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,48939.0,Married,Nova,2993.12,Standard,2015,11,,,41,75151,75151.0,1202,24,2018-12-31,0
607405,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,72820.0,Married,Nova,2994.35,Standard,2013,10,,,36,54831,54831.0,0,24,2018-12-31,0
809449,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73455.0,Single,Nova,2996.14,Standard,2016,6,,,47,69967,69967.0,1585,24,2018-12-31,0
834615,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Nova,2996.14,Standard,2012,6,,,53,86997,86997.0,372,24,2018-12-31,0
330858,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,69371.0,Divorced,Nova,2996.89,Standard,2013,5,,,43,54840,54840.0,2812,24,2018-12-31,0
504525,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,52808.0,Married,Nova,2999.34,Standard,2014,3,,,48,67667,67667.0,335,24,2018-12-31,0
716360,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,88282.0,Married,Nova,3000.44,Standard,2016,6,,,37,62475,62475.0,0,24,2018-12-31,0
687589,Canada,Quebec,Montreal,H2T 9K8,Male,College,73455.0,Divorced,Nova,3007.39,Standard,2012,6,,,40,81407,81407.0,990,24,2018-12-31,0
619268,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,90945.0,Married,Nova,3008.1,Standard,2014,7,,,42,59763,59763.0,335,24,2018-12-31,0
923234,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,90945.0,Married,Nova,3008.1,Standard,2014,11,,,41,63305,63305.0,1174,24,2018-12-31,0
138204,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Single,Nova,3008.97,Standard,2016,7,,,29,42542,42542.0,0,24,2018-11-30,1
753306,Canada,Quebec,Montreal,H2Y 2W2,Male,College,73455.0,Single,Nova,3011.27,Standard,2017,11,2018.0,5.0,4,6364,6364.0,0,24,2018-03-31,9
